"College","Priority","Weight"
"Slippery Rock University","Alumni/ae relation",98
"Slippery Rock University","Geographical residence",98
"Slippery Rock University","State residency",98
"Slippery Rock University","Religious affiliation/commitment",98
"Slippery Rock University","Racial/ethnic status",98
"Slippery Rock University","Volunteer work",98
"Slippery Rock University","Work experience",98
"Slippery Rock University","Level of applicant’s interest",98
"Smith College","Rigor of secondary school record",47
"Smith College","Class rank",67
"Smith College","Academic GPA",45
"Smith College","Standardized test scores",86
"Smith College","Application Essay",47
"Smith College","Recommendation(s)",47
"Smith College","Interview",67
"Smith College","Extracurricular activities",67
"Smith College","Talent/ability",67
"Smith College","Character/personal qualities",47
"Smith College","First generation",86
"Smith College","Alumni/ae relation",86
"Smith College","Geographical residence",86
"Smith College","State residency",105
"Smith College","Religious affiliation/commitment",105
"Smith College","Racial/ethnic status",86
"Smith College","Volunteer work",86
"Smith College","Work experience",86
"Smith College","Level of applicant’s interest",105
"South Dakota State University","Class rank",43
"South Dakota State University","Academic GPA",43
"South Dakota State University","Standardized test scores",43
"South Dakota State University","Application Essay",77
"South Dakota State University","Recommendation(s)",77
"South Dakota State University","Interview",94
"South Dakota State University","Extracurricular activities",94
"South Dakota State University","Talent/ability",94
"South Dakota State University","Character/personal qualities",94
"South Dakota State University","First generation",94
"South Dakota State University","Alumni/ae relation",94
"South Dakota State University","Geographical residence",94
"South Dakota State University","State residency",94
"South Dakota State University","Religious affiliation/commitment",94
"South Dakota State University","Racial/ethnic status",94
"South Dakota State University","Volunteer work",94
"South Dakota State University","Work experience",94
"South Dakota State University","Level of applicant’s interest",94
"Spelman College","Class rank",66
"Spelman College","Academic GPA",46
"Spelman College","Standardized test scores",46
"Spelman College","Application Essay",46
"Spelman College","Recommendation(s)",46
"Spelman College","Interview",102
"Spelman College","Extracurricular activities",65
"Spelman College","Talent/ability",84
"Spelman College","Character/personal qualities",45
"Spelman College","First generation",102
"Spelman College","Alumni/ae relation",84
"Spelman College","Geographical residence",84
"Spelman College","State residency",102
"Spelman College","Religious affiliation/commitment",102
"Spelman College","Racial/ethnic status",102
"Spelman College","Volunteer work",65
"Spelman College","Work experience",84
"Spelman College","Level of applicant’s interest",84
"St. John Fisher College","Class rank",63
"St. John Fisher College","Academic GPA",44
"St. John Fisher College","Standardized test scores",63
"St. John Fisher College","Application Essay",63
"St. John Fisher College","Recommendation(s)",44
"St. John Fisher College","Interview",63
"St. John Fisher College","Extracurricular activities",63
"St. John Fisher College","Talent/ability",63
"St. John Fisher College","Character/personal qualities",44
"St. John Fisher College","First generation",82
"St. John Fisher College","Alumni/ae relation",44
"St. John Fisher College","Geographical residence",82
"St. John Fisher College","State residency",82
"St. John Fisher College","Religious affiliation/commitment",102
"St. John Fisher College","Racial/ethnic status",102
"St. John Fisher College","Volunteer work",63
"St. John Fisher College","Work experience",63
"St. John Fisher College","Level of applicant’s interest",63
"Stephen. F. Austin State University","Rigor of secondary school record",44
"Stephen. F. Austin State University","Class rank",44
"Stephen. F. Austin State University","Academic GPA",42
"Stephen. F. Austin State University","Standardized test scores",44
"Stephen. F. Austin State University","Application Essay",99
"Stephen. F. Austin State University","Recommendation(s)",99
"Stephen. F. Austin State University","Extracurricular activities",81
"Stephen. F. Austin State University","Talent/ability",81
"Stephen. F. Austin State University","Character/personal qualities",81
"Stephen. F. Austin State University","First generation",81
"Stephen. F. Austin State University","Alumni/ae relation",81
"Stephen. F. Austin State University","Geographical residence",81
"Stephen. F. Austin State University","State residency",81
"Stephen. F. Austin State University","Religious affiliation/commitment",99
"Stephen. F. Austin State University","Volunteer work",81
"Stephen. F. Austin State University","Work experience",81
"Stockton University","Rigor of secondary school record",44
"Stockton University","Class rank",98
"Stockton University","Academic GPA",42
"Stockton University","Standardized test scores",80
"Stockton University","Application Essay",80
"Stockton University","Recommendation(s)",80
"Stockton University","Interview",98
"Stockton University","Extracurricular activities",80
"Stockton University","Talent/ability",88
"Stockton University","Character/personal qualities",88
"Stockton University","First generation",88
"Stockton University","Alumni/ae relation",106
"Stockton University","Geographical residence",106
"Stockton University","State residency",106
"Stockton University","Religious affiliation/commitment",106
"Stockton University","Racial/ethnic status",106
"Stockton University","Volunteer work",88
"Stockton University","Work experience",88
"Stockton University","Level of applicant’s interest",106
"SUNY College of Technology at Farmingdale","Class rank",104
"SUNY College of Technology at Farmingdale","Standardized test scores",87
"SUNY College of Technology at Farmingdale","Application Essay",66
"SUNY College of Technology at Farmingdale","Recommendation(s)",66
"SUNY College of Technology at Farmingdale","Interview",87
"SUNY College of Technology at Farmingdale","Extracurricular activities",87
"SUNY College of Technology at Farmingdale","Talent/ability",87
"SUNY College of Technology at Farmingdale","Character/personal qualities",87
"SUNY College of Technology at Farmingdale","First generation",87
"SUNY College of Technology at Farmingdale","Alumni/ae relation",87
"SUNY College of Technology at Farmingdale","Geographical residence",104
"SUNY College of Technology at Farmingdale","State residency",104
"SUNY College of Technology at Farmingdale","Religious affiliation/commitment",104
"SUNY College of Technology at Farmingdale","Racial/ethnic status",104
"SUNY College of Technology at Farmingdale","Volunteer work",87
"SUNY College of Technology at Farmingdale","Work experience",87
"SUNY College of Technology at Farmingdale","Level of applicant’s interest",87
"Temple University","Class rank",94
"Temple University","Academic GPA",42
"Temple University","Standardized test scores",76
"Temple University","Application Essay",76
"Temple University","Recommendation(s)",76
"Temple University","Interview",95
"Temple University","Extracurricular activities",77
"Temple University","Talent/ability",77
"Temple University","Character/personal qualities",77
"Temple University","First generation",77
"Temple University","Alumni/ae relation",77
"Temple University","Geographical residence",77
"Temple University","State residency",77
"Temple University","Religious affiliation/commitment",95
"Temple University","Racial/ethnic status",95
"Temple University","Volunteer work",77
"Temple University","Work experience",77
"Temple University","Level of applicant’s interest",77
"The Ohio State University - Columbus Campus","Class rank x",43
"The Ohio State University - Columbus Campus","Academic GPA x",43
"The Ohio State University - Columbus Campus","Standardized test scores x",43
"The Ohio State University - Columbus Campus","Application Essay x",62
"The Ohio State University - Columbus Campus","Recommendation(s) x",79
"The Ohio State University - Columbus Campus","Interview x",96
"The Ohio State University - Columbus Campus","Extracurricular activities x",62
"The Ohio State University - Columbus Campus","Talent/ability x",62
"The Ohio State University - Columbus Campus","Character/personal qualities x",79
"The Ohio State University - Columbus Campus","First generation x",62
"The Ohio State University - Columbus Campus","Alumni/ae relation x",96
"The Ohio State University - Columbus Campus","Geographical residence x",79
"The Ohio State University - Columbus Campus","State residency x",79
"The Ohio State University - Columbus Campus","Religious affiliation/commitment x",96
"The Ohio State University - Columbus Campus","Racial/ethnic status x",79
"The Ohio State University - Columbus Campus","Volunteer work x",62
"The Ohio State University - Columbus Campus","Work experience x",62
"The Ohio State University - Columbus Campus","Level of applicant’s interest x",96
"The University of Alabama at Birmingham","Rigor of secondary school record",46
"The University of Alabama at Birmingham","Class rank",98
"The University of Alabama at Birmingham","Academic GPA",44
"The University of Alabama at Birmingham","Standardized test scores",46
"The University of Alabama at Birmingham","Application Essay",98
"The University of Alabama at Birmingham","Recommendation(s)",98
"The University of Alabama at Birmingham","Interview",98
"The University of Alabama at Birmingham","Extracurricular activities",98
"The University of Alabama at Birmingham","Talent/ability",98
"The University of Alabama at Birmingham","Character/personal qualities",98
"The University of Alabama at Birmingham","First generation",98
"The University of Alabama at Birmingham","Alumni/ae relation",98
"The University of Alabama at Birmingham","Geographical residence",98
"The University of Alabama at Birmingham","State residency",98
"The University of Alabama at Birmingham","Religious affiliation/commitment",98
"The University of Alabama at Birmingham","Racial/ethnic status",98
"The University of Alabama at Birmingham","Volunteer work",98
"The University of Alabama at Birmingham","Work experience",98
"The University of Alabama at Birmingham","Level of applicant’s interest",98
"The University of North Carolina at Greensboro","school record x",37
"The University of North Carolina at Greensboro","Class rank x",72
"The University of North Carolina at Greensboro","Academic GPA x",35
"The University of North Carolina at Greensboro","Standardized test scores x",56
"The University of North Carolina at Greensboro","Application Essay x",72
"The University of North Carolina at Greensboro","Recommendation(s) x",72
"The University of North Carolina at Greensboro","Interview x",104
"The University of North Carolina at Greensboro","Extracurricular activities x",87
"The University of North Carolina at Greensboro","Talent/ability x",104
"The University of North Carolina at Greensboro","Character/personal qualities x",104
"The University of North Carolina at Greensboro","First generation x",104
"The University of North Carolina at Greensboro","Alumni/ae relation x",104
"The University of North Carolina at Greensboro","Geographical residence x",104
"The University of North Carolina at Greensboro","State residency x",104
"The University of North Carolina at Greensboro","Racial/ethnic status x",104
"The University of North Carolina at Greensboro","Volunteer work x",87
"The University of North Carolina at Greensboro","Work experience x",104
"The University of North Carolina at Greensboro","Level of applicant’s interest x",104
"The University of Scranton","Rigor of secondary school record",45
"The University of Scranton","Class rank",45
"The University of Scranton","Academic GPA",43
"The University of Scranton","Standardized test scores",45
"The University of Scranton","Application Essay",80
"The University of Scranton","Recommendation(s)",80
"The University of Scranton","Interview",80
"The University of Scranton","Extracurricular activities",64
"The University of Scranton","Talent/ability",80
"The University of Scranton","Character/personal qualities",80
"The University of Scranton","First generation",98
"The University of Scranton","Alumni/ae relation",80
"The University of Scranton","Geographical residence",98
"The University of Scranton","State residency",98
"The University of Scranton","Religious affiliation/commitment",98
"The University of Scranton","Racial/ethnic status",98
"The University of Scranton","Volunteer work",80
"The University of Scranton","Work experience",80
"The University of Scranton","Level of applicant’s interest",80
"The University of Tennessee at Chattanooga","Rigor of secondary school record",47
"The University of Tennessee at Chattanooga","Class rank",105
"The University of Tennessee at Chattanooga","Academic GPA",47
"The University of Tennessee at Chattanooga","Application Essay",86
"The University of Tennessee at Chattanooga","Recommendation(s)",86
"The University of Tennessee at Chattanooga","Interview",105
"The University of Tennessee at Chattanooga","Extracurricular activities",86
"The University of Tennessee at Chattanooga","Talent/ability",86
"The University of Tennessee at Chattanooga","Character/personal qualities",66
"The University of Tennessee at Chattanooga","First generation",105
"The University of Tennessee at Chattanooga","Alumni/ae relation",105
"The University of Tennessee at Chattanooga","Geographical residence",105
"The University of Tennessee at Chattanooga","State residency",105
"The University of Tennessee at Chattanooga","Religious affiliation/commitment",105
"The University of Tennessee at Chattanooga","Racial/ethnic status",105
"The University of Tennessee at Chattanooga","Volunteer work",86
"The University of Tennessee at Chattanooga","Work experience",86
"The University of Tennessee at Chattanooga","Level of applicant’s interest",105
"The University of Texas at Tyler","Rigor of secondary school record x",47
"The University of Texas at Tyler","Class rank x",47
"The University of Texas at Tyler","Academic GPA x",45
"The University of Texas at Tyler","Standardized test scores x",47
"The University of Texas at Tyler","Application Essay x",105
"The University of Texas at Tyler","Recommendation(s) x",105
"The University of Texas at Tyler","Interview x",105
"The University of Texas at Tyler","Extracurricular activities x",66
"The University of Texas at Tyler","Talent/ability x",66
"The University of Texas at Tyler","Character/personal qualities x",66
"The University of Texas at Tyler","First generation x",66
"The University of Texas at Tyler","Alumni/ae relation x",105
"The University of Texas at Tyler","Geographical residence x",105
"The University of Texas at Tyler","State residency x",105
"The University of Texas at Tyler","Religious affiliation/commitment x",105
"The University of Texas at Tyler","Racial/ethnic status x",105
"The University of Texas at Tyler","Volunteer work x",66
"The University of Texas at Tyler","Work experience x",85
"The University of Texas at Tyler","Level of applicant’s interest x",47
"Trinity College","Class rank x",61
"Trinity College","Academic GPA x",43
"Trinity College","Standardized test scores x",80
"Trinity College","Application Essay x",61
"Trinity College","Recommendation(s) x",61
"Trinity College","Interview x",80
"Trinity College","Extracurricular activities x",61
"Trinity College","Talent/ability x",61
"Trinity College","Character/personal qualities x",43
"Trinity College","First generation x",80
"Trinity College","Alumni/ae relation x",80
"Trinity College","Geographical residence x",80
"Trinity College","State residency x",80
"Trinity College","Religious affiliation/commitment x",98
"Trinity College","Racial/ethnic status x",80
"Trinity College","Volunteer work x",80
"Trinity College","Work experience x",80
"Trinity College","Level of applicant’s interest x",61
"Troy University","Rigor of secondary school record",52
"Troy University","Class rank",135
"Troy University","Academic GPA",50
"Troy University","Standardized test scores",52
"Troy University","Application Essay",135
"Troy University","Recommendation(s)",135
"Troy University","Interview",135
"Troy University","Extracurricular activities",135
"Troy University","Talent/ability",135
"Troy University","Character/personal qualities",135
"Troy University","First generation",135
"Troy University","Alumni/ae relation",135
"Troy University","Geographical residence",135
"Troy University","State residency",135
"Troy University","Religious affiliation/commitment",135
"Troy University","Racial/ethnic status",135
"Troy University","Volunteer work",135
"Troy University","Work experience",135
"Troy University","Level of applicant’s interest",135
"Tufts University","Rigor of secondary school record x",50
"Tufts University","Class rank x",50
"Tufts University","Academic GPA x",48
"Tufts University","Standardized test scores x",92
"Tufts University","Application Essay x",50
"Tufts University","Recommendation(s) x",50
"Tufts University","Interview x",92
"Tufts University","Extracurricular activities x",71
"Tufts University","Talent/ability x",71
"Tufts University","Character/personal qualities x",50
"Tufts University","First generation x",92
"Tufts University","Alumni/ae relation x",92
"Tufts University","Geographical residence x",92
"Tufts University","State residency x",113
"Tufts University","Religious affiliation/commitment x",113
"Tufts University","Racial/ethnic status x",92
"Tufts University","Volunteer work x",92
"Tufts University","Work experience x",92
"Tufts University","Level of applicant’s interest x",92
"University of California, Riverside","Class rank x",94
"University of California, Riverside","Academic GPA x",42
"University of California, Riverside","Standardized test scores x",94
"University of California, Riverside","Application Essay x",42
"University of California, Riverside","Recommendation(s) x",94
"University of California, Riverside","Interview x",94
"University of California, Riverside","Extracurricular activities x",94
"University of California, Riverside","Talent/ability x",77
"University of California, Riverside","Character/personal qualities x",94
"University of California, Riverside","First generation x",77
"University of California, Riverside","Alumni/ae relation x",94
"University of California, Riverside","Geographical residence x",94
"University of California, Riverside","State residency x",77
"University of California, Riverside","Religious affiliation/commitment x",94
"University of California, Riverside","Racial/ethnic status x",94
"University of California, Riverside","Volunteer work x",94
"University of California, Riverside","Work experience x",94
"University of California, Riverside","Level of applicant’s interest x",94
"University of California, Santa Cruz","Rigor of secondary school record",48
"University of California, Santa Cruz","Class rank",107
"University of California, Santa Cruz","Academic GPA",46
"University of California, Santa Cruz","Standardized test scores",107
"University of California, Santa Cruz","Application Essay",48
"University of California, Santa Cruz","Recommendation(s)",107
"University of California, Santa Cruz","Interview",107
"University of California, Santa Cruz","Extracurricular activities",70
"University of California, Santa Cruz","Talent/ability",70
"University of California, Santa Cruz","Character/personal qualities",70
"University of California, Santa Cruz","First generation",70
"University of California, Santa Cruz","Alumni/ae relation",107
"University of California, Santa Cruz","Geographical residence",70
"University of California, Santa Cruz","State residency",48
"University of California, Santa Cruz","Religious affiliation/commitment",107
"University of California, Santa Cruz","Racial/ethnic status",107
"University of California, Santa Cruz","Volunteer work",87
"University of California, Santa Cruz","Work experience",87
"University of California, Santa Cruz","Level of applicant’s interest",107
"University of Cincinnati","Rigor of secondary school record x",70
"University of Cincinnati","Class rank x",88
"University of Cincinnati","Academic GPA x",47
"University of Cincinnati","Standardized test scores x",88
"University of Cincinnati","Application Essay x",70
"University of Cincinnati","Recommendation(s) x",88
"University of Cincinnati","Interview x",105
"University of Cincinnati","Extracurricular activities x",88
"University of Cincinnati","Talent/ability x",70
"University of Cincinnati","Character/personal qualities x",88
"University of Cincinnati","First generation x",88
"University of Cincinnati","Alumni/ae relation x",105
"University of Cincinnati","Geographical residence x",88
"University of Cincinnati","State residency x",88
"University of Cincinnati","Religious affiliation/commitment x",105
"University of Cincinnati","Racial/ethnic status x",88
"University of Cincinnati","Volunteer work x",88
"University of Cincinnati","Work experience x",88
"University of Cincinnati","Level of applicant’s interest x",105
"University of Connecticut","C7 Class rank",51
"University of Connecticut","C7 Academic GPA",51
"University of Connecticut","C7 Standardized test scores",51
"University of Connecticut","C7 Application Essay",87
"University of Connecticut","C7 Recommendation(s)",87
"University of Connecticut","C7 Interview",143
"University of Connecticut","C7 Extracurricular activities",87
"University of Connecticut","C7 Talent/ability",87
"University of Connecticut","C7 Character/personal qualities",87
"University of Connecticut","C7 First generation",87
"University of Connecticut","C7 Alumni/ae relation",143
"University of Connecticut","C7 Geographical residence",122
"University of Connecticut","C7 State residency",122
"University of Connecticut","C7 Racial/ethnic status",122
"University of Connecticut","C7 Volunteer work",87
"University of Connecticut","C7 Work experience",122
"University of Connecticut","C7 Level of applicant’s interest",143
"University of Dayton","Rigor of secondary school record x",44
"University of Dayton","Class rank x",44
"University of Dayton","Academic GPA x",42
"University of Dayton","Standardized test scores x",80
"University of Dayton","Application Essay x",44
"University of Dayton","Recommendation(s) x",62
"University of Dayton","Interview x",99
"University of Dayton","Extracurricular activities x",62
"University of Dayton","Talent/ability x",80
"University of Dayton","Character/personal qualities x",62
"University of Dayton","First generation x",80
"University of Dayton","Alumni/ae relation x",62
"University of Dayton","Geographical residence x",99
"University of Dayton","State residency x",99
"University of Dayton","Religious affiliation/commitment x",99
"University of Dayton","Racial/ethnic status x",99
"University of Dayton","Volunteer work x",80
"University of Dayton","Work experience x",80
"University of Dayton","Level of applicant’s interest x",62
"University of Denver","Rigor of secondary school record",46
"University of Denver","Class rank",104
"University of Denver","Academic GPA",44
"University of Denver","Standardized test scores",66
"University of Denver","Application Essay",66
"University of Denver","Recommendation(s)",66
"University of Denver","Interview",104
"University of Denver","Extracurricular activities",66
"University of Denver","Talent/ability",66
"University of Denver","Character/personal qualities",66
"University of Denver","First generation",85
"University of Denver","Alumni/ae relation",85
"University of Denver","Geographical residence",85
"University of Denver","State residency",104
"University of Denver","Religious affiliation/commitment",104
"University of Denver","Racial/ethnic status",85
"University of Denver","Volunteer work",85
"University of Denver","Work experience",85
"University of Denver","Level of applicant’s interest",85
"University of Detroit Mercy","Rigor of secondary school record",58
"University of Detroit Mercy","Class rank",81
"University of Detroit Mercy","Academic GPA",58
"University of Detroit Mercy","Standardized test scores",81
"University of Detroit Mercy","Application Essay",81
"University of Detroit Mercy","Recommendation(s)",81
"University of Detroit Mercy","Interview",79
"University of Detroit Mercy","C7 Extracurricular activities",82
"University of Detroit Mercy","Talent/ability",96
"University of Detroit Mercy","Character/personal qualities",79
"University of Detroit Mercy","First generation",96
"University of Detroit Mercy","Alumni/ae relation",96
"University of Detroit Mercy","Geographical residence",116
"University of Detroit Mercy","State residency",116
"University of Detroit Mercy","Religious affiliation/commitment",116
"University of Detroit Mercy","Racial/ethnic status",116
"University of Detroit Mercy","Volunteer work",79
"University of Detroit Mercy","Work experience",96
"University of Detroit Mercy","Level of applicant’s interest",96
"University of Florida - Main Campus","Rigor of secondary school record",46
"University of Florida - Main Campus","Class rank",81
"University of Florida - Main Campus","Academic GPA",46
"University of Florida - Main Campus","Standardized test scores",65
"University of Florida - Main Campus","Application Essay",46
"University of Florida - Main Campus","Recommendation(s)",99
"University of Florida - Main Campus","Interview",99
"University of Florida - Main Campus","Extracurricular activities",46
"University of Florida - Main Campus","Talent/ability",46
"University of Florida - Main Campus","Character/personal qualities",46
"University of Florida - Main Campus","First generation",65
"University of Florida - Main Campus","Alumni/ae relation",99
"University of Florida - Main Campus","Geographical residence",81
"University of Florida - Main Campus","State residency",81
"University of Florida - Main Campus","Religious affiliation/commitment",99
"University of Florida - Main Campus","Racial/ethnic status",99
"University of Florida - Main Campus","Volunteer work",65
"University of Florida - Main Campus","Work experience",65
"University of Florida - Main Campus","Level of applicant’s interest",99
"University of Maine","Rigor of secondary school record x",47
"University of Maine","Class rank x",47
"University of Maine","Academic GPA x",45
"University of Maine","Standardized test scores x",85
"University of Maine","Application Essay x",47
"University of Maine","Recommendation(s) x",47
"University of Maine","Interview x",85
"University of Maine","Extracurricular activities x",85
"University of Maine","Talent/ability x",85
"University of Maine","Character/personal qualities x",85
"University of Maine","First generation x",104
"University of Maine","Alumni/ae relation x",104
"University of Maine","Geographical residence x",104
"University of Maine","State residency x",104
"University of Maine","Religious affiliation/commitment x",104
"University of Maine","Racial/ethnic status x",104
"University of Maine","Volunteer work x",85
"University of Maine","Work experience x",85
"University of Maine","Level of applicant’s interest x",104
"University of Maine at Machias","Rigor of secondary school record x",61
"University of Maine at Machias","Class rank x",61
"University of Maine at Machias","Academic GPA x",42
"University of Maine at Machias","Standardized test scores x",61
"University of Maine at Machias","Application Essay x",44
"University of Maine at Machias","Recommendation(s) x",44
"University of Maine at Machias","Extracurricular activities x",61
"University of Maine at Machias","Talent/ability x",79
"University of Maine at Machias","Character/personal qualities x",79
"University of Maine at Machias","First generation x",97
"University of Maine at Machias","Alumni/ae relation x",97
"University of Maine at Machias","Geographical residence x",97
"University of Maine at Machias","State residency x",97
"University of Maine at Machias","Religious affiliation/commitment x",97
"University of Maine at Machias","Racial/ethnic status x",97
"University of Maine at Machias","Volunteer work x",79
"University of Maine at Machias","Work experience x",79
"University of Maine at Machias","Level of applicant’s interest x",79
"University of Massachusetts Boston","Rigor of secondary school record",44
"University of Massachusetts Boston","Class rank x",99
"University of Massachusetts Boston","Academic GPA",42
"University of Massachusetts Boston","Standardized test scores",80
"University of Massachusetts Boston","Application Essay",62
"University of Massachusetts Boston","Recommendation(s)",62
"University of Massachusetts Boston","Interview",99
"University of Massachusetts Boston","Extracurricular activities",80
"University of Massachusetts Boston","Talent/ability",80
"University of Massachusetts Boston","Character/personal qualities",62
"University of Massachusetts Boston","First generation",80
"University of Massachusetts Boston","Alumni/ae relation",99
"University of Massachusetts Boston","Geographical residence",99
"University of Massachusetts Boston","State residency",99
"University of Massachusetts Boston","Religious affiliation/commitment",99
"University of Massachusetts Boston","Racial/ethnic status",99
"University of Massachusetts Boston","Volunteer work",80
"University of Massachusetts Boston","Work experience",80
"University of Massachusetts Boston","Level of applicant’s interest",99
"University of Miami","Class rank",45
"University of Miami","Academic GPA",45
"University of Miami","Standardized test scores",45
"University of Miami","Application Essay",45
"University of Miami","Recommendation(s)",45
"University of Miami","Interview",94
"University of Miami","Extracurricular activities",44
"University of Miami","Talent/ability",62
"University of Miami","Character/personal qualities",62
"University of Miami","First generation",79
"University of Miami","Alumni/ae relation",79
"University of Miami","Geographical residence",79
"University of Miami","State residency",79
"University of Miami","Religious affiliation/commitment",94
"University of Miami","Racial/ethnic status",79
"University of Miami","Volunteer work",62
"University of Miami","Work experience",62
"University of Miami","Level of applicant’s interest",79
"University of Missouri - Kansas City","Rigor of secondary school record",46
"University of Missouri - Kansas City","Class rank",81
"University of Missouri - Kansas City","Academic GPA",44
"University of Missouri - Kansas City","Standardized test scores",81
"University of Missouri - Kansas City","Application Essay",81
"University of Missouri - Kansas City","Recommendation(s)",81
"University of Missouri - Kansas City","Interview",81
"University of Missouri - Kansas City","Extracurricular activities",81
"University of Missouri - Kansas City","Talent/ability",81
"University of Missouri - Kansas City","Character/personal qualities",81
"University of Missouri - Kansas City","First generation",81
"University of Missouri - Kansas City","Alumni/ae relation",100
"University of Missouri - Kansas City","Geographical residence",100
"University of Missouri - Kansas City","State residency",100
"University of Missouri - Kansas City","Religious affiliation/commitment",100
"University of Missouri - Kansas City","Racial/ethnic status",100
"University of Missouri - Kansas City","Volunteer work",81
"University of Missouri - Kansas City","Work experience",81
"University of Missouri - Kansas City","Level of applicant’s interest",100
"University of New Hampshire","Rigor of secondary school record",60
"University of New Hampshire","Class rank",120
"University of New Hampshire","Academic GPA",58
"University of New Hampshire","Standardized test scores",120
"University of New Hampshire","Application Essay",120
"University of New Hampshire","Recommendation(s)",93
"University of New Hampshire","Interview",140
"University of New Hampshire","Extracurricular activities",120
"University of New Hampshire","Talent/ability",120
"University of New Hampshire","Character/personal qualities",120
"University of New Hampshire","First generation",120
"University of New Hampshire","Alumni/ae relation",120
"University of New Hampshire","Geographical residence",120
"University of New Hampshire","State residency",120
"University of New Hampshire","Religious affiliation/commitment",140
"University of New Hampshire","Racial/ethnic status",140
"University of New Hampshire","Volunteer work",120
"University of New Hampshire","Work experience",120
"University of New Hampshire","Level of applicant’s interest",140
"University of North Carolina at Chapel Hill","Rigor of secondary school record",57
"University of North Carolina at Chapel Hill","Class rank",72
"University of North Carolina at Chapel Hill","Academic GPA",72
"University of North Carolina at Chapel Hill","Standardized test scores",57
"University of North Carolina at Chapel Hill","Application Essay",57
"University of North Carolina at Chapel Hill","Recommendation(s)",57
"University of North Carolina at Chapel Hill","Interview",110
"University of North Carolina at Chapel Hill","Extracurricular activities",57
"University of North Carolina at Chapel Hill","Talent/ability",57
"University of North Carolina at Chapel Hill","Character/personal qualities",57
"University of North Carolina at Chapel Hill","First generation",92
"University of North Carolina at Chapel Hill","Alumni/ae relation",92
"University of North Carolina at Chapel Hill","Geographical residence",110
"University of North Carolina at Chapel Hill","State residency",57
"University of North Carolina at Chapel Hill","Religious affiliation/commitment",110
"University of North Carolina at Chapel Hill","Racial/ethnic status",92
"University of North Carolina at Chapel Hill","Volunteer work",72
"University of North Carolina at Chapel Hill","Work experience",72
"University of North Carolina at Chapel Hill","Level of applicant’s interest",110
"University of North Dakota","Rigor of secondary school record",65
"University of North Dakota","Class rank",99
"University of North Dakota","Academic GPA",44
"University of North Dakota","Standardized test scores",99
"University of North Dakota","Application Essay",99
"University of North Dakota","Recommendation(s)",81
"University of North Dakota","Interview",99
"University of North Dakota","Extracurricular activities",99
"University of North Dakota","Talent/ability",99
"University of North Dakota","Character/personal qualities",99
"University of North Dakota","First generation",99
"University of North Dakota","Alumni/ae relation",99
"University of North Dakota","Geographical residence",99
"University of North Dakota","State residency",99
"University of North Dakota","Religious affiliation/commitment",99
"University of North Dakota","Racial/ethnic status",99
"University of North Dakota","Volunteer work",99
"University of North Dakota","Work experience",99
"University of North Dakota","Level of applicant’s interest",99
"University of North Texas","Rigor of secondary school record",44
"University of North Texas","Class rank",62
"University of North Texas","Academic GPA",42
"University of North Texas","Interview",99
"University of North Texas","Extracurricular activities",81
"University of North Texas","Talent/ability",81
"University of North Texas","Character/personal qualities",81
"University of North Texas","First generation",81
"University of North Texas","Alumni/ae relation",99
"University of North Texas","Geographical residence",99
"University of North Texas","State residency",99
"University of North Texas","Religious affiliation/commitment",99
"University of North Texas","Racial/ethnic status",99
"University of North Texas","Volunteer work",99
"University of North Texas","Work experience",99
"University of North Texas","Level of applicant’s interest",99
"University of Notre Dame","Class rank",76
"University of Notre Dame","Academic GPA",74
"University of Notre Dame","Standardized test scores",96
"University of Notre Dame","Application Essay",76
"University of Notre Dame","Recommendation(s)",76
"University of Notre Dame","Interview",115
"University of Notre Dame","Extracurricular activities",76
"University of Notre Dame","Talent/ability",76
"University of Notre Dame","Character/personal qualities",49
"University of Notre Dame","First generation",76
"University of Notre Dame","Alumni/ae relation",96
"University of Notre Dame","Geographical residence",115
"University of Notre Dame","State residency",115
"University of Notre Dame","Religious affiliation/commitment",96
"University of Notre Dame","Racial/ethnic status",76
"University of Notre Dame","Volunteer work",76
"University of Notre Dame","Work experience",96
"University of Notre Dame","Level of applicant’s interest",96
"University of Oregon","Rigor of secondary school record",47
"University of Oregon","Class rank",85
"University of Oregon","Academic GPA",45
"University of Oregon","Standardized test scores",85
"University of Oregon","Application Essay",66
"University of Oregon","Recommendation(s)",85
"University of Oregon","Interview",104
"University of Oregon","Extracurricular activities",85
"University of Oregon","Talent/ability",85
"University of Oregon","Character/personal qualities",85
"University of Oregon","First generation",85
"University of Oregon","Alumni/ae relation",104
"University of Oregon","Geographical residence",85
"University of Oregon","State residency",85
"University of Oregon","Religious affiliation/commitment",104
"University of Oregon","Racial/ethnic status",85
"University of Oregon","Volunteer work",85
"University of Oregon","Work experience",85
"University of Oregon","Level of applicant’s interest",104
"University of Pittsburgh","Rigor of secondary school record",44
"University of Pittsburgh","Class rank",80
"University of Pittsburgh","Academic GPA",42
"University of Pittsburgh","Standardized test scores",80
"University of Pittsburgh","Application Essay",44
"University of Pittsburgh","Recommendation(s)",80
"University of Pittsburgh","Interview",99
"University of Pittsburgh","Extracurricular activities",80
"University of Pittsburgh","Talent/ability",62
"University of Pittsburgh","Character/personal qualities",62
"University of Pittsburgh","First generation",80
"University of Pittsburgh","Alumni/ae relation",99
"University of Pittsburgh","Geographical residence",80
"University of Pittsburgh","State residency",80
